即,555,555,5946,接続詞,*,*,*,*,*,即,ソク,ソク
かくして,555,555,5016,接続詞,*,*,*,*,*,かくして,カクシテ,カクシテ
すると,555,555,5688,接続詞,*,*,*,*,*,すると,スルト,スルト
ですけれど,555,555,5049,接続詞,*,*,*,*,*,ですけれど,デスケレド,デスケレド
だって,555,555,5006,接続詞,*,*,*,*,*,だって,ダッテ,ダッテ
なかんづく,555,555,5036,接続詞,*,*,*,*,*,なかんづく,ナカンヅク,ナカンズク
然し乍ら,555,555,4375,接続詞,*,*,*,*,*,然し乍ら,シカシナガラ,シカシナガラ
即ち,555,555,4381,接続詞,*,*,*,*,*,即ち,スナワチ,スナワチ
さもなければ,555,555,5036,接続詞,*,*,*,*,*,さもなければ,サモナケレバ,サモナケレバ
けれども,555,555,4964,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
けれど,555,555,5053,接続詞,*,*,*,*,*,けれど,ケレド,ケレド
ほんなら,555,555,5036,接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ
つまるところ,555,555,5036,接続詞,*,*,*,*,*,つまるところ,ツマルトコロ,ツマルトコロ
てゆーか,555,555,5036,接続詞,*,*,*,*,*,てゆーか,テユーカ,テユーカ
ほんで,555,555,5040,接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ
なので,555,555,5703,接続詞,*,*,*,*,*,なので,ナノデ,ナノデ
そうしたら,555,555,5036,接続詞,*,*,*,*,*,そうしたら,ソウシタラ,ソーシタラ
否,555,555,5428,接続詞,*,*,*,*,*,否,イナ,イナ
否,555,555,4253,接続詞,*,*,*,*,*,否,イヤ,イヤ
かつ,555,555,4351,接続詞,*,*,*,*,*,かつ,カツ,カツ
と同時に,555,555,6852,接続詞,*,*,*,*,*,と同時に,トドウジニ,トドージニ
実は,555,555,2700,接続詞,*,*,*,*,*,実は,ジツハ,ジツワ
ならびに,556,556,5024,接続詞,*,*,*,*,*,ならびに,ナラビニ,ナラビニ
または,556,556,3576,接続詞,*,*,*,*,*,または,マタハ,マタワ
ですが,555,555,5191,接続詞,*,*,*,*,*,ですが,デスガ,デスガ
然しながら,555,555,4375,接続詞,*,*,*,*,*,然しながら,シカシナガラ,シカシナガラ
こうして,555,555,4908,接続詞,*,*,*,*,*,こうして,コウシテ,コーシテ
したら,555,555,5966,接続詞,*,*,*,*,*,したら,シタラ,シタラ
いっぽう,555,555,4439,接続詞,*,*,*,*,*,いっぽう,イッポウ,イッポー
そもそも,555,555,4476,接続詞,*,*,*,*,*,そもそも,ソモソモ,ソモソモ
では,555,555,4807,接続詞,*,*,*,*,*,では,デハ,デワ
そういや,555,555,5036,接続詞,*,*,*,*,*,そういや,ソウイヤ,ソーイヤ
かたや,555,555,4980,接続詞,*,*,*,*,*,かたや,カタヤ,カタヤ
それでは,555,555,3655,接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ
だとすれば,555,555,5036,接続詞,*,*,*,*,*,だとすれば,ダトスレバ,ダトスレバ
それにしても,555,555,4974,接続詞,*,*,*,*,*,それにしても,ソレニシテモ,ソレニシテモ
なのに,555,555,6338,接続詞,*,*,*,*,*,なのに,ナノニ,ナノニ
それでも,555,555,1614,接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ
しかしながら,555,555,5036,接続詞,*,*,*,*,*,しかしながら,シカシナガラ,シカシナガラ
然し,555,555,4256,接続詞,*,*,*,*,*,然し,シカシ,シカシ
次いで,555,555,3191,接続詞,*,*,*,*,*,次いで,ツイデ,ツイデ
ただ,555,555,4070,接続詞,*,*,*,*,*,ただ,タダ,タダ
とすれば,555,555,5385,接続詞,*,*,*,*,*,とすれば,トスレバ,トスレバ
若しくは,556,556,4375,接続詞,*,*,*,*,*,若しくは,モシクハ,モシクワ
だから,555,555,3733,接続詞,*,*,*,*,*,だから,ダカラ,ダカラ
そのうえに,555,555,5036,接続詞,*,*,*,*,*,そのうえに,ソノウエニ,ソノウエニ
